sample_index,time_utc,relative_tide_mm_window_mean_removed,quality,record_id,uhslc_id,reference_datum,absolute_datum_transform_applied
418,1997-12-14T02:00:00Z,2219,4,6321,632,station zero,false
419,1997-12-14T03:00:00Z,1389,4,6321,632,station zero,false
420,1997-12-14T04:00:00Z,149,4,6321,632,station zero,false
421,1997-12-14T05:00:00Z,-1001,4,6321,632,station zero,false
422,1997-12-14T06:00:00Z,-1951,4,6321,632,station zero,false
423,1997-12-14T07:00:00Z,-2251,4,6321,632,station zero,false
424,1997-12-14T08:00:00Z,-1841,4,6321,632,station zero,false
425,1997-12-14T09:00:00Z,-971,4,6321,632,station zero,false
426,1997-12-14T10:00:00Z,88,4,6321,632,station zero,false
427,1997-12-14T11:00:00Z,1229,4,6321,632,station zero,false
428,1997-12-14T12:00:00Z,1979,4,6321,632,station zero,false
429,1997-12-14T13:00:00Z,2179,4,6321,632,station zero,false
430,1997-12-14T14:00:00Z,1879,4,6321,632,station zero,false
431,1997-12-14T15:00:00Z,1029,4,6321,632,station zero,false
432,1997-12-14T16:00:00Z,-211,4,6321,632,station zero,false
433,1997-12-14T17:00:00Z,-1601,4,6321,632,station zero,false
434,1997-12-14T18:00:00Z,-2711,4,6321,632,station zero,false
435,1997-12-14T19:00:00Z,-3221,4,6321,632,station zero,false
436,1997-12-14T20:00:00Z,-3034,4,6321,632,station zero,false
437,1997-12-14T21:00:00Z,-2221,4,6321,632,station zero,false
438,1997-12-14T22:00:00Z,-961,4,6321,632,station zero,false
439,1997-12-14T23:00:00Z,489,4,6321,632,station zero,false
440,1997-12-15T00:00:00Z,1669,4,6321,632,station zero,false
441,1997-12-15T01:00:00Z,2429,4,6321,632,station zero,false
442,1997-12-15T02:00:00Z,2589,4,6321,632,station zero,false
443,1997-12-15T03:00:00Z,2059,4,6321,632,station zero,false
444,1997-12-15T04:00:00Z,1109,4,6321,632,station zero,false
445,1997-12-15T05:00:00Z,-111,4,6321,632,station zero,false
446,1997-12-15T06:00:00Z,-1231,4,6321,632,station zero,false
447,1997-12-15T07:00:00Z,-2061,4,6321,632,station zero,false
448,1997-12-15T08:00:00Z,-2091,4,6321,632,station zero,false
449,1997-12-15T09:00:00Z,-1501,4,6321,632,station zero,false
450,1997-12-15T10:00:00Z,-441,4,6321,632,station zero,false
451,1997-12-15T11:00:00Z,659,4,6321,632,station zero,false
452,1997-12-15T12:00:00Z,1579,4,6321,632,station zero,false
453,1997-12-15T13:00:00Z,2119,4,6321,632,station zero,false
454,1997-12-15T14:00:00Z,2089,4,6321,632,station zero,false
455,1997-12-15T15:00:00Z,1659,4,6321,632,station zero,false
456,1997-12-15T16:00:00Z,629,4,6321,632,station zero,false
457,1997-12-15T17:00:00Z,-631,4,6321,632,station zero,false
458,1997-12-15T18:00:00Z,-1922,4,6321,632,station zero,false
459,1997-12-15T19:00:00Z,-2781,4,6321,632,station zero,false
460,1997-12-15T20:00:00Z,-3131,4,6321,632,station zero,false
461,1997-12-15T21:00:00Z,-2791,4,6321,632,station zero,false
462,1997-12-15T22:00:00Z,-1651,4,6321,632,station zero,false
463,1997-12-15T23:00:00Z,-381,4,6321,632,station zero,false
464,1997-12-16T00:00:00Z,909,4,6321,632,station zero,false
465,1997-12-16T01:00:00Z,1959,4,6321,632,station zero,false
466,1997-12-16T02:00:00Z,2499,4,6321,632,station zero,false
467,1997-12-16T03:00:00Z,2359,4,6321,632,station zero,false
468,1997-12-16T04:00:00Z,1769,4,6321,632,station zero,false
469,1997-12-16T05:00:00Z,669,4,6321,632,station zero,false
470,1997-12-16T06:00:00Z,-591,4,6321,632,station zero,false
471,1997-12-16T07:00:00Z,-1621,4,6321,632,station zero,false
472,1997-12-16T08:00:00Z,-2131,4,6321,632,station zero,false
473,1997-12-16T09:00:00Z,-1951,4,6321,632,station zero,false
474,1997-12-16T10:00:00Z,-1191,4,6321,632,station zero,false
475,1997-12-16T11:00:00Z,-221,4,6321,632,station zero,false
476,1997-12-16T12:00:00Z,889,4,6321,632,station zero,false
477,1997-12-16T13:00:00Z,1719,4,6321,632,station zero,false
478,1997-12-16T14:00:00Z,2039,4,6321,632,station zero,false
479,1997-12-16T15:00:00Z,1909,4,6321,632,station zero,false
480,1997-12-16T16:00:00Z,1219,4,6321,632,station zero,false
481,1997-12-16T17:00:00Z,149,4,6321,632,station zero,false
482,1997-12-16T18:00:00Z,-1001,4,6321,632,station zero,false
483,1997-12-16T19:00:00Z,-2171,4,6321,632,station zero,false
484,1997-12-16T20:00:00Z,-2941,4,6321,632,station zero,false
485,1997-12-16T21:00:00Z,-2971,4,6321,632,station zero,false
486,1997-12-16T22:00:00Z,-2291,4,6321,632,station zero,false
487,1997-12-16T23:00:00Z,-1171,4,6321,632,station zero,false
488,1997-12-17T00:00:00Z,69,4,6321,632,station zero,false
489,1997-12-17T01:00:00Z,1279,4,6321,632,station zero,false
490,1997-12-17T02:00:00Z,2139,4,6321,632,station zero,false
491,1997-12-17T03:00:00Z,2409,4,6321,632,station zero,false
492,1997-12-17T04:00:00Z,2129,4,6321,632,station zero,false
493,1997-12-17T05:00:00Z,1389,4,6321,632,station zero,false
494,1997-12-17T06:00:00Z,279,4,6321,632,station zero,false
495,1997-12-17T07:00:00Z,-771,4,6321,632,station zero,false
496,1997-12-17T08:00:00Z,-1631,4,6321,632,station zero,false
497,1997-12-17T09:00:00Z,-1891,4,6321,632,station zero,false
498,1997-12-17T10:00:00Z,-1481,4,6321,632,station zero,false
499,1997-12-17T11:00:00Z,-691,4,6321,632,station zero,false
500,1997-12-17T12:00:00Z,309,4,6321,632,station zero,false
501,1997-12-17T13:00:00Z,1159,4,6321,632,station zero,false
502,1997-12-17T14:00:00Z,1879,4,6321,632,station zero,false
503,1997-12-17T15:00:00Z,1979,4,6321,632,station zero,false
504,1997-12-17T16:00:00Z,1659,4,6321,632,station zero,false
505,1997-12-17T17:00:00Z,919,4,6321,632,station zero,false
506,1997-12-17T18:00:00Z,-131,4,6321,632,station zero,false
507,1997-12-17T19:00:00Z,-1261,4,6321,632,station zero,false
508,1997-12-17T20:00:00Z,-2221,4,6321,632,station zero,false
509,1997-12-17T21:00:00Z,-2731,4,6321,632,station zero,false
510,1997-12-17T22:00:00Z,-2481,4,6321,632,station zero,false
511,1997-12-17T23:00:00Z,-1671,4,6321,632,station zero,false
512,1997-12-18T00:00:00Z,-611,4,6321,632,station zero,false
513,1997-12-18T01:00:00Z,609,4,6321,632,station zero,false
514,1997-12-18T02:00:00Z,1569,4,6321,632,station zero,false
515,1997-12-18T03:00:00Z,2119,4,6321,632,station zero,false
516,1997-12-18T04:00:00Z,2229,4,6321,632,station zero,false
517,1997-12-18T05:00:00Z,1819,4,6321,632,station zero,false
518,1997-12-18T06:00:00Z,949,4,6321,632,station zero,false
519,1997-12-18T07:00:00Z,-171,4,6321,632,station zero,false
520,1997-12-18T08:00:00Z,-1121,4,6321,632,station zero,false
521,1997-12-18T09:00:00Z,-1761,4,6321,632,station zero,false
522,1997-12-18T10:00:00Z,-1821,4,6321,632,station zero,false
523,1997-12-18T11:00:00Z,-1251,4,6321,632,station zero,false
524,1997-12-18T12:00:00Z,-501,4,6321,632,station zero,false
525,1997-12-18T13:00:00Z,369,4,6321,632,station zero,false
526,1997-12-18T14:00:00Z,1079,4,6321,632,station zero,false
527,1997-12-18T15:00:00Z,1559,4,6321,632,station zero,false
528,1997-12-18T16:00:00Z,1529,4,6321,632,station zero,false
529,1997-12-18T17:00:00Z,1119,4,6321,632,station zero,false
530,1997-12-18T18:00:00Z,319,4,6321,632,station zero,false
531,1997-12-18T19:00:00Z,-671,4,6321,632,station zero,false
532,1997-12-18T20:00:00Z,-1701,4,6321,632,station zero,false
533,1997-12-18T21:00:00Z,-2341,4,6321,632,station zero,false
534,1997-12-18T22:00:00Z,-2591,4,6321,632,station zero,false
535,1997-12-18T23:00:00Z,-2171,4,6321,632,station zero,false
536,1997-12-19T00:00:00Z,-1301,4,6321,632,station zero,false
537,1997-12-19T01:00:00Z,-321,4,6321,632,station zero,false
538,1997-12-19T02:00:00Z,749,4,6321,632,station zero,false
539,1997-12-19T03:00:00Z,1559,4,6321,632,station zero,false
540,1997-12-19T04:00:00Z,1959,4,6321,632,station zero,false
541,1997-12-19T05:00:00Z,1859,4,6321,632,station zero,false
542,1997-12-19T06:00:00Z,1279,4,6321,632,station zero,false
543,1997-12-19T07:00:00Z,419,4,6321,632,station zero,false
544,1997-12-19T08:00:00Z,-591,4,6321,632,station zero,false
545,1997-12-19T09:00:00Z,-1371,4,6321,632,station zero,false
546,1997-12-19T10:00:00Z,-1741,4,6321,632,station zero,false
547,1997-12-19T11:00:00Z,-1561,4,6321,632,station zero,false
548,1997-12-19T12:00:00Z,-1021,4,6321,632,station zero,false
549,1997-12-19T13:00:00Z,-201,4,6321,632,station zero,false
550,1997-12-19T14:00:00Z,599,4,6321,632,station zero,false
551,1997-12-19T15:00:00Z,1179,4,6321,632,station zero,false
552,1997-12-19T16:00:00Z,1409,4,6321,632,station zero,false
553,1997-12-19T17:00:00Z,1269,4,6321,632,station zero,false
554,1997-12-19T18:00:00Z,819,4,6321,632,station zero,false
555,1997-12-19T19:00:00Z,109,4,6321,632,station zero,false
556,1997-12-19T20:00:00Z,-811,4,6321,632,station zero,false
557,1997-12-19T21:00:00Z,-1651,4,6321,632,station zero,false
558,1997-12-19T22:00:00Z,-2101,4,6321,632,station zero,false
559,1997-12-19T23:00:00Z,-2101,4,6321,632,station zero,false
560,1997-12-20T00:00:00Z,-1591,4,6321,632,station zero,false
561,1997-12-20T01:00:00Z,-831,4,6321,632,station zero,false
562,1997-12-20T02:00:00Z,189,4,6321,632,station zero,false
563,1997-12-20T03:00:00Z,1089,4,6321,632,station zero,false
564,1997-12-20T04:00:00Z,1759,4,6321,632,station zero,false
565,1997-12-20T05:00:00Z,1889,4,6321,632,station zero,false
566,1997-12-20T06:00:00Z,1729,4,6321,632,station zero,false
567,1997-12-20T07:00:00Z,1119,4,6321,632,station zero,false
568,1997-12-20T08:00:00Z,279,4,6321,632,station zero,false
569,1997-12-20T09:00:00Z,-441,4,6321,632,station zero,false
570,1997-12-20T10:00:00Z,-1191,4,6321,632,station zero,false
571,1997-12-20T11:00:00Z,-1281,4,6321,632,station zero,false
572,1997-12-20T12:00:00Z,-1031,4,6321,632,station zero,false
573,1997-12-20T13:00:00Z,-501,4,6321,632,station zero,false
574,1997-12-20T14:00:00Z,149,4,6321,632,station zero,false
575,1997-12-20T15:00:00Z,909,4,6321,632,station zero,false
576,1997-12-20T16:00:00Z,1279,4,6321,632,station zero,false
577,1997-12-20T17:00:00Z,1419,4,6321,632,station zero,false
578,1997-12-20T18:00:00Z,1289,4,6321,632,station zero,false
579,1997-12-20T19:00:00Z,859,4,6321,632,station zero,false
580,1997-12-20T20:00:00Z,149,4,6321,632,station zero,false
581,1997-12-20T21:00:00Z,-641,4,6321,632,station zero,false
582,1997-12-20T22:00:00Z,-1241,4,6321,632,station zero,false
583,1997-12-20T23:00:00Z,-1571,4,6321,632,station zero,false
584,1997-12-21T00:00:00Z,-1471,4,6321,632,station zero,false
585,1997-12-21T01:00:00Z,-941,4,6321,632,station zero,false
586,1997-12-21T02:00:00Z,-261,4,6321,632,station zero,false
587,1997-12-21T03:00:00Z,479,4,6321,632,station zero,false
588,1997-12-21T04:00:00Z,1269,4,6321,632,station zero,false
589,1997-12-21T05:00:00Z,1749,4,6321,632,station zero,false
590,1997-12-21T06:00:00Z,1829,4,6321,632,station zero,false
591,1997-12-21T07:00:00Z,1619,4,6321,632,station zero,false
592,1997-12-21T08:00:00Z,969,4,6321,632,station zero,false
593,1997-12-21T09:00:00Z,199,4,6321,632,station zero,false
594,1997-12-21T10:00:00Z,-481,4,6321,632,station zero,false
595,1997-12-21T11:00:00Z,-1021,4,6321,632,station zero,false
596,1997-12-21T12:00:00Z,-1111,4,6321,632,station zero,false
597,1997-12-21T13:00:00Z,-931,4,6321,632,station zero,false
598,1997-12-21T14:00:00Z,-511,4,6321,632,station zero,false
599,1997-12-21T15:00:00Z,29,4,6321,632,station zero,false
600,1997-12-21T16:00:00Z,629,4,6321,632,station zero,false
601,1997-12-21T17:00:00Z,1039,4,6321,632,station zero,false
602,1997-12-21T18:00:00Z,1219,4,6321,632,station zero,false
603,1997-12-21T19:00:00Z,1139,4,6321,632,station zero,false
604,1997-12-21T20:00:00Z,759,4,6321,632,station zero,false
605,1997-12-21T21:00:00Z,128,4,6321,632,station zero,false
606,1997-12-21T22:00:00Z,-621,4,6321,632,station zero,false
607,1997-12-21T23:00:00Z,-1091,4,6321,632,station zero,false
608,1997-12-22T00:00:00Z,-1281,4,6321,632,station zero,false
609,1997-12-22T01:00:00Z,-1201,4,6321,632,station zero,false
610,1997-12-22T02:00:00Z,-801,4,6321,632,station zero,false
611,1997-12-22T03:00:00Z,-241,4,6321,632,station zero,false
612,1997-12-22T04:00:00Z,429,4,6321,632,station zero,false
613,1997-12-22T05:00:00Z,1069,4,6321,632,station zero,false
614,1997-12-22T06:00:00Z,1549,4,6321,632,station zero,false
615,1997-12-22T07:00:00Z,1629,4,6321,632,station zero,false
616,1997-12-22T08:00:00Z,1359,4,6321,632,station zero,false
617,1997-12-22T09:00:00Z,819,4,6321,632,station zero,false
618,1997-12-22T10:00:00Z,49,4,6321,632,station zero,false
619,1997-12-22T11:00:00Z,-631,4,6321,632,station zero,false
620,1997-12-22T12:00:00Z,-971,4,6321,632,station zero,false
621,1997-12-22T13:00:00Z,-1011,4,6321,632,station zero,false
622,1997-12-22T14:00:00Z,-931,4,6321,632,station zero,false
623,1997-12-22T15:00:00Z,-501,4,6321,632,station zero,false
624,1997-12-22T16:00:00Z,-51,4,6321,632,station zero,false
625,1997-12-22T17:00:00Z,509,4,6321,632,station zero,false
626,1997-12-22T18:00:00Z,929,4,6321,632,station zero,false
627,1997-12-22T19:00:00Z,1189,4,6321,632,station zero,false
628,1997-12-22T20:00:00Z,1139,4,6321,632,station zero,false
629,1997-12-22T21:00:00Z,859,4,6321,632,station zero,false
630,1997-12-22T22:00:00Z,319,4,6321,632,station zero,false
631,1997-12-22T23:00:00Z,-311,4,6321,632,station zero,false
632,1997-12-23T00:00:00Z,-791,4,6321,632,station zero,false
633,1997-12-23T01:00:00Z,-971,4,6321,632,station zero,false
634,1997-12-23T02:00:00Z,-911,4,6321,632,station zero,false
635,1997-12-23T03:00:00Z,-591,4,6321,632,station zero,false
636,1997-12-23T04:00:00Z,-31,4,6321,632,station zero,false
637,1997-12-23T05:00:00Z,459,4,6321,632,station zero,false
638,1997-12-23T06:00:00Z,1079,4,6321,632,station zero,false
639,1997-12-23T07:00:00Z,1479,4,6321,632,station zero,false
640,1997-12-23T08:00:00Z,1649,4,6321,632,station zero,false
641,1997-12-23T09:00:00Z,1339,4,6321,632,station zero,false
642,1997-12-23T10:00:00Z,849,4,6321,632,station zero,false
643,1997-12-23T11:00:00Z,149,4,6321,632,station zero,false
644,1997-12-23T12:00:00Z,-551,4,6321,632,station zero,false
645,1997-12-23T13:00:00Z,-941,4,6321,632,station zero,false
646,1997-12-23T14:00:00Z,-1091,4,6321,632,station zero,false
647,1997-12-23T15:00:00Z,-971,4,6321,632,station zero,false
648,1997-12-23T16:00:00Z,-691,4,6321,632,station zero,false
649,1997-12-23T17:00:00Z,-151,4,6321,632,station zero,false
650,1997-12-23T18:00:00Z,399,4,6321,632,station zero,false
651,1997-12-23T19:00:00Z,939,4,6321,632,station zero,false
652,1997-12-23T20:00:00Z,1209,4,6321,632,station zero,false
653,1997-12-23T21:00:00Z,1289,4,6321,632,station zero,false
654,1997-12-23T22:00:00Z,1069,4,6321,632,station zero,false
655,1997-12-23T23:00:00Z,609,4,6321,632,station zero,false
656,1997-12-24T00:00:00Z,-81,4,6321,632,station zero,false
657,1997-12-24T01:00:00Z,-681,4,6321,632,station zero,false
658,1997-12-24T02:00:00Z,-931,4,6321,632,station zero,false
659,1997-12-24T03:00:00Z,-851,4,6321,632,station zero,false
660,1997-12-24T04:00:00Z,-651,4,6321,632,station zero,false
661,1997-12-24T05:00:00Z,-161,4,6321,632,station zero,false
662,1997-12-24T06:00:00Z,399,4,6321,632,station zero,false
663,1997-12-24T07:00:00Z,1029,4,6321,632,station zero,false
664,1997-12-24T08:00:00Z,1449,4,6321,632,station zero,false
665,1997-12-24T09:00:00Z,1669,4,6321,632,station zero,false
666,1997-12-24T10:00:00Z,1399,4,6321,632,station zero,false
667,1997-12-24T11:00:00Z,879,4,6321,632,station zero,false
668,1997-12-24T12:00:00Z,128,4,6321,632,station zero,false
669,1997-12-24T13:00:00Z,-591,4,6321,632,station zero,false
670,1997-12-24T14:00:00Z,-1181,4,6321,632,station zero,false
671,1997-12-24T15:00:00Z,-1491,4,6321,632,station zero,false
672,1997-12-24T16:00:00Z,-1381,4,6321,632,station zero,false
673,1997-12-24T17:00:00Z,-1061,4,6321,632,station zero,false
674,1997-12-24T18:00:00Z,-481,4,6321,632,station zero,false
675,1997-12-24T19:00:00Z,179,4,6321,632,station zero,false
676,1997-12-24T20:00:00Z,869,4,6321,632,station zero,false
677,1997-12-24T21:00:00Z,1279,4,6321,632,station zero,false
678,1997-12-24T22:00:00Z,1399,4,6321,632,station zero,false
679,1997-12-24T23:00:00Z,1209,4,6321,632,station zero,false
680,1997-12-25T00:00:00Z,709,4,6321,632,station zero,false
681,1997-12-25T01:00:00Z,-41,4,6321,632,station zero,false
682,1997-12-25T02:00:00Z,-721,4,6321,632,station zero,false
683,1997-12-25T03:00:00Z,-1111,4,6321,632,station zero,false
684,1997-12-25T04:00:00Z,-1131,4,6321,632,station zero,false
685,1997-12-25T05:00:00Z,-891,4,6321,632,station zero,false
686,1997-12-25T06:00:00Z,-361,4,6321,632,station zero,false
687,1997-12-25T07:00:00Z,269,4,6321,632,station zero,false
688,1997-12-25T08:00:00Z,989,4,6321,632,station zero,false
689,1997-12-25T09:00:00Z,1479,4,6321,632,station zero,false
690,1997-12-25T10:00:00Z,1639,4,6321,632,station zero,false
691,1997-12-25T11:00:00Z,1379,4,6321,632,station zero,false
692,1997-12-25T12:00:00Z,859,4,6321,632,station zero,false
693,1997-12-25T13:00:00Z,-1,4,6321,632,station zero,false
694,1997-12-25T14:00:00Z,-851,4,6321,632,station zero,false
695,1997-12-25T15:00:00Z,-1541,4,6321,632,station zero,false
696,1997-12-25T16:00:00Z,-1871,4,6321,632,station zero,false
697,1997-12-25T17:00:00Z,-1751,4,6321,632,station zero,false
698,1997-12-25T18:00:00Z,-1251,4,6321,632,station zero,false
699,1997-12-25T19:00:00Z,-551,4,6321,632,station zero,false
700,1997-12-25T20:00:00Z,249,4,6321,632,station zero,false
701,1997-12-25T21:00:00Z,1039,4,6321,632,station zero,false
702,1997-12-25T22:00:00Z,1529,4,6321,632,station zero,false
703,1997-12-25T23:00:00Z,1659,4,6321,632,station zero,false
704,1997-12-26T00:00:00Z,1289,4,6321,632,station zero,false
705,1997-12-26T01:00:00Z,709,4,6321,632,station zero,false
706,1997-12-26T02:00:00Z,-121,4,6321,632,station zero,false
707,1997-12-26T03:00:00Z,-881,4,6321,632,station zero,false
708,1997-12-26T04:00:00Z,-1351,4,6321,632,station zero,false
709,1997-12-26T05:00:00Z,-1391,4,6321,632,station zero,false
710,1997-12-26T06:00:00Z,-1041,4,6321,632,station zero,false
711,1997-12-26T07:00:00Z,-391,4,6321,632,station zero,false
712,1997-12-26T08:00:00Z,309,4,6321,632,station zero,false
713,1997-12-26T09:00:00Z,1069,4,6321,632,station zero,false
714,1997-12-26T10:00:00Z,1519,4,6321,632,station zero,false
715,1997-12-26T11:00:00Z,1639,4,6321,632,station zero,false
716,1997-12-26T12:00:00Z,1289,4,6321,632,station zero,false
717,1997-12-26T13:00:00Z,669,4,6321,632,station zero,false
718,1997-12-26T14:00:00Z,-261,4,6321,632,station zero,false
719,1997-12-26T15:00:00Z,-1251,4,6321,632,station zero,false
720,1997-12-26T16:00:00Z,-2011,4,6321,632,station zero,false
721,1997-12-26T17:00:00Z,-2321,4,6321,632,station zero,false
722,1997-12-26T18:00:00Z,-2091,4,6321,632,station zero,false
723,1997-12-26T19:00:00Z,-1461,4,6321,632,station zero,false
724,1997-12-26T20:00:00Z,-491,4,6321,632,station zero,false
725,1997-12-26T21:00:00Z,489,4,6321,632,station zero,false
726,1997-12-26T22:00:00Z,1359,4,6321,632,station zero,false
727,1997-12-26T23:00:00Z,1849,4,6321,632,station zero,false
728,1997-12-27T00:00:00Z,1889,4,6321,632,station zero,false
729,1997-12-27T01:00:00Z,1399,4,6321,632,station zero,false
730,1997-12-27T02:00:00Z,629,4,6321,632,station zero,false
731,1997-12-27T03:00:00Z,-331,4,6321,632,station zero,false
732,1997-12-27T04:00:00Z,-1151,4,6321,632,station zero,false
733,1997-12-27T05:00:00Z,-1651,4,6321,632,station zero,false
734,1997-12-27T06:00:00Z,-1591,4,6321,632,station zero,false
735,1997-12-27T07:00:00Z,-1051,4,6321,632,station zero,false
736,1997-12-27T08:00:00Z,-231,4,6321,632,station zero,false
737,1997-12-27T09:00:00Z,679,4,6321,632,station zero,false
738,1997-12-27T10:00:00Z,1429,4,6321,632,station zero,false
739,1997-12-27T11:00:00Z,1789,4,6321,632,station zero,false
740,1997-12-27T12:00:00Z,1729,4,6321,632,station zero,false
741,1997-12-27T13:00:00Z,1159,4,6321,632,station zero,false
742,1997-12-27T14:00:00Z,299,4,6321,632,station zero,false
743,1997-12-27T15:00:00Z,-761,4,6321,632,station zero,false
744,1997-12-27T16:00:00Z,-1791,4,6321,632,station zero,false
745,1997-12-27T17:00:00Z,-2611,4,6321,632,station zero,false
746,1997-12-27T18:00:00Z,-2681,4,6321,632,station zero,false
747,1997-12-27T19:00:00Z,-2041,4,6321,632,station zero,false
748,1997-12-27T20:00:00Z,-1211,4,6321,632,station zero,false
749,1997-12-27T21:00:00Z,-151,4,6321,632,station zero,false
750,1997-12-27T22:00:00Z,919,4,6321,632,station zero,false
751,1997-12-27T23:00:00Z,1779,4,6321,632,station zero,false
752,1997-12-28T00:00:00Z,2129,4,6321,632,station zero,false
753,1997-12-28T01:00:00Z,1979,4,6321,632,station zero,false
754,1997-12-28T02:00:00Z,1359,4,6321,632,station zero,false
755,1997-12-28T03:00:00Z,329,4,6321,632,station zero,false
756,1997-12-28T04:00:00Z,-741,4,6321,632,station zero,false
757,1997-12-28T05:00:00Z,-1541,4,6321,632,station zero,false
758,1997-12-28T06:00:00Z,-1881,4,6321,632,station zero,false
759,1997-12-28T07:00:00Z,-1571,4,6321,632,station zero,false
760,1997-12-28T08:00:00Z,-831,4,6321,632,station zero,false
761,1997-12-28T09:00:00Z,139,4,6321,632,station zero,false
762,1997-12-28T10:00:00Z,1119,4,6321,632,station zero,false
763,1997-12-28T11:00:00Z,1829,4,6321,632,station zero,false
764,1997-12-28T12:00:00Z,2029,4,6321,632,station zero,false
765,1997-12-28T13:00:00Z,1799,4,6321,632,station zero,false
766,1997-12-28T14:00:00Z,1079,4,6321,632,station zero,false
767,1997-12-28T15:00:00Z,-21,4,6321,632,station zero,false
768,1997-12-28T16:00:00Z,-1161,4,6321,632,station zero,false
769,1997-12-28T17:00:00Z,-2171,4,6321,632,station zero,false
770,1997-12-28T18:00:00Z,-2801,4,6321,632,station zero,false
771,1997-12-28T19:00:00Z,-2581,4,6321,632,station zero,false
772,1997-12-28T20:00:00Z,-1821,4,6321,632,station zero,false
773,1997-12-28T21:00:00Z,-821,4,6321,632,station zero,false
774,1997-12-28T22:00:00Z,389,4,6321,632,station zero,false
775,1997-12-28T23:00:00Z,1499,4,6321,632,station zero,false
776,1997-12-29T00:00:00Z,2229,4,6321,632,station zero,false
777,1997-12-29T01:00:00Z,2399,4,6321,632,station zero,false
778,1997-12-29T02:00:00Z,2069,4,6321,632,station zero,false
779,1997-12-29T03:00:00Z,1219,4,6321,632,station zero,false
780,1997-12-29T04:00:00Z,99,4,6321,632,station zero,false
781,1997-12-29T05:00:00Z,-991,4,6321,632,station zero,false
782,1997-12-29T06:00:00Z,-1801,4,6321,632,station zero,false
783,1997-12-29T07:00:00Z,-1981,4,6321,632,station zero,false
784,1997-12-29T08:00:00Z,-1461,4,6321,632,station zero,false
785,1997-12-29T09:00:00Z,-561,4,6321,632,station zero,false
786,1997-12-29T10:00:00Z,509,4,6321,632,station zero,false
787,1997-12-29T11:00:00Z,1469,4,6321,632,station zero,false
788,1997-12-29T12:00:00Z,2019,4,6321,632,station zero,false
789,1997-12-29T13:00:00Z,2029,4,6321,632,station zero,false
790,1997-12-29T14:00:00Z,1649,4,6321,632,station zero,false
791,1997-12-29T15:00:00Z,769,4,6321,632,station zero,false
792,1997-12-29T16:00:00Z,-501,4,6321,632,station zero,false
793,1997-12-29T17:00:00Z,-1761,4,6321,632,station zero,false
794,1997-12-29T18:00:00Z,-2601,4,6321,632,station zero,false
795,1997-12-29T19:00:00Z,-3011,4,6321,632,station zero,false
796,1997-12-29T20:00:00Z,-2501,4,6321,632,station zero,false
797,1997-12-29T21:00:00Z,-1731,4,6321,632,station zero,false
798,1997-12-29T22:00:00Z,-411,4,6321,632,station zero,false
799,1997-12-29T23:00:00Z,969,4,6321,632,station zero,false
800,1997-12-30T00:00:00Z,2039,4,6321,632,station zero,false
801,1997-12-30T01:00:00Z,2599,4,6321,632,station zero,false
802,1997-12-30T02:00:00Z,2569,4,6321,632,station zero,false
803,1997-12-30T03:00:00Z,2029,4,6321,632,station zero,false
804,1997-12-30T04:00:00Z,1009,4,6321,632,station zero,false
805,1997-12-30T05:00:00Z,-171,4,6321,632,station zero,false
806,1997-12-30T06:00:00Z,-1221,4,6321,632,station zero,false
807,1997-12-30T07:00:00Z,-1871,4,6321,632,station zero,false
808,1997-12-30T08:00:00Z,-1821,4,6321,632,station zero,false
809,1997-12-30T09:00:00Z,-1121,4,6321,632,station zero,false
810,1997-12-30T10:00:00Z,-1,4,6321,632,station zero,false
811,1997-12-30T11:00:00Z,1189,4,6321,632,station zero,false
812,1997-12-30T12:00:00Z,2059,4,6321,632,station zero,false
813,1997-12-30T13:00:00Z,2349,4,6321,632,station zero,false
814,1997-12-30T14:00:00Z,2179,4,6321,632,station zero,false
815,1997-12-30T15:00:00Z,1589,4,6321,632,station zero,false
816,1997-12-30T16:00:00Z,429,4,6321,632,station zero,false
817,1997-12-30T17:00:00Z,-861,4,6321,632,station zero,false
818,1997-12-30T18:00:00Z,-2021,4,6321,632,station zero,false
819,1997-12-30T19:00:00Z,-2951,4,6321,632,station zero,false
820,1997-12-30T20:00:00Z,-3001,4,6321,632,station zero,false
821,1997-12-30T21:00:00Z,-2221,4,6321,632,station zero,false
822,1997-12-30T22:00:00Z,-1141,4,6321,632,station zero,false
823,1997-12-30T23:00:00Z,69,4,6321,632,station zero,false
824,1997-12-31T00:00:00Z,1409,4,6321,632,station zero,false
825,1997-12-31T01:00:00Z,2319,4,6321,632,station zero,false
826,1997-12-31T02:00:00Z,2699,4,6321,632,station zero,false
827,1997-12-31T03:00:00Z,2419,4,6321,632,station zero,false
828,1997-12-31T04:00:00Z,1619,4,6321,632,station zero,false
829,1997-12-31T05:00:00Z,409,4,6321,632,station zero,false
830,1997-12-31T06:00:00Z,-761,4,6321,632,station zero,false
831,1997-12-31T07:00:00Z,-1701,4,6321,632,station zero,false
832,1997-12-31T08:00:00Z,-2041,4,6321,632,station zero,false
833,1997-12-31T09:00:00Z,-1721,4,6321,632,station zero,false
834,1997-12-31T10:00:00Z,-911,4,6321,632,station zero,false
835,1997-12-31T11:00:00Z,199,4,6321,632,station zero,false
836,1997-12-31T12:00:00Z,1229,4,6321,632,station zero,false
837,1997-12-31T13:00:00Z,2049,4,6321,632,station zero,false
838,1997-12-31T14:00:00Z,2239,4,6321,632,station zero,false
